country	Lat	Long	date	Number of confirmed COVID-19
Botswana	-22.3285	24.6849	1/23/20	0
Botswana	-22.3285	24.6849	1/24/20	0
Botswana	-22.3285	24.6849	1/25/20	0
Botswana	-22.3285	24.6849	1/26/20	0
Botswana	-22.3285	24.6849	1/27/20	0
Botswana	-22.3285	24.6849	1/28/20	0
Botswana	-22.3285	24.6849	1/29/20	0
Botswana	-22.3285	24.6849	1/30/20	0
Botswana	-22.3285	24.6849	1/31/20	0
Botswana	-22.3285	24.6849	2/1/20	0
Botswana	-22.3285	24.6849	2/10/20	0
Botswana	-22.3285	24.6849	2/11/20	0
Botswana	-22.3285	24.6849	2/12/20	0
Botswana	-22.3285	24.6849	2/13/20	0
Botswana	-22.3285	24.6849	2/14/20	0
Botswana	-22.3285	24.6849	2/15/20	0
Botswana	-22.3285	24.6849	2/16/20	0
Botswana	-22.3285	24.6849	2/17/20	0
Botswana	-22.3285	24.6849	2/18/20	0
Botswana	-22.3285	24.6849	2/19/20	0
Botswana	-22.3285	24.6849	2/2/20	0
Botswana	-22.3285	24.6849	2/20/20	0
Botswana	-22.3285	24.6849	2/21/20	0
Botswana	-22.3285	24.6849	2/22/20	0
Botswana	-22.3285	24.6849	2/23/20	0
Botswana	-22.3285	24.6849	2/24/20	0
Botswana	-22.3285	24.6849	2/25/20	0
Botswana	-22.3285	24.6849	2/26/20	0
Botswana	-22.3285	24.6849	2/27/20	0
Botswana	-22.3285	24.6849	2/28/20	0
Botswana	-22.3285	24.6849	2/29/20	0
Botswana	-22.3285	24.6849	2/3/20	0
Botswana	-22.3285	24.6849	2/4/20	0
Botswana	-22.3285	24.6849	2/5/20	0
Botswana	-22.3285	24.6849	2/6/20	0
Botswana	-22.3285	24.6849	2/7/20	0
Botswana	-22.3285	24.6849	2/8/20	0
Botswana	-22.3285	24.6849	2/9/20	0
Botswana	-22.3285	24.6849	3/1/20	0
Botswana	-22.3285	24.6849	3/10/20	0
Botswana	-22.3285	24.6849	3/11/20	0
Botswana	-22.3285	24.6849	3/12/20	0
Botswana	-22.3285	24.6849	3/13/20	0
Botswana	-22.3285	24.6849	3/14/20	0
Botswana	-22.3285	24.6849	3/15/20	0
Botswana	-22.3285	24.6849	3/16/20	0
Botswana	-22.3285	24.6849	3/17/20	0
Botswana	-22.3285	24.6849	3/18/20	0
Botswana	-22.3285	24.6849	3/19/20	0
Botswana	-22.3285	24.6849	3/2/20	0
Botswana	-22.3285	24.6849	3/20/20	0
Botswana	-22.3285	24.6849	3/21/20	0
Botswana	-22.3285	24.6849	3/22/20	0
Botswana	-22.3285	24.6849	3/23/20	0
Botswana	-22.3285	24.6849	3/24/20	0
Botswana	-22.3285	24.6849	3/25/20	0
Botswana	-22.3285	24.6849	3/26/20	0
Botswana	-22.3285	24.6849	3/27/20	0
Botswana	-22.3285	24.6849	3/28/20	0
Botswana	-22.3285	24.6849	3/29/20	0
Botswana	-22.3285	24.6849	3/3/20	0
Botswana	-22.3285	24.6849	3/30/20	3
Botswana	-22.3285	24.6849	3/31/20	4
Botswana	-22.3285	24.6849	3/4/20	0
Botswana	-22.3285	24.6849	3/5/20	0
Botswana	-22.3285	24.6849	3/6/20	0
Botswana	-22.3285	24.6849	3/7/20	0
Botswana	-22.3285	24.6849	3/8/20	0
Botswana	-22.3285	24.6849	3/9/20	0
Botswana	-22.3285	24.6849	4/1/20	4
Botswana	-22.3285	24.6849	4/10/20	13
Botswana	-22.3285	24.6849	4/11/20	13
Botswana	-22.3285	24.6849	4/12/20	13
Botswana	-22.3285	24.6849	4/13/20	13
Botswana	-22.3285	24.6849	4/14/20	13
Botswana	-22.3285	24.6849	4/15/20	13
Botswana	-22.3285	24.6849	4/16/20	15
Botswana	-22.3285	24.6849	4/2/20	4
Botswana	-22.3285	24.6849	4/3/20	4
Botswana	-22.3285	24.6849	4/4/20	4
Botswana	-22.3285	24.6849	4/5/20	6
Botswana	-22.3285	24.6849	4/6/20	6
Botswana	-22.3285	24.6849	4/7/20	6
Botswana	-22.3285	24.6849	4/8/20	6
Botswana	-22.3285	24.6849	4/9/20	13
Brazil	-14.235	-51.9253	1/22/20	0
Brazil	-14.235	-51.9253	1/23/20	0
Brazil	-14.235	-51.9253	1/24/20	0
Brazil	-14.235	-51.9253	1/25/20	0
Brazil	-14.235	-51.9253	1/26/20	0
Brazil	-14.235	-51.9253	1/27/20	0
Brazil	-14.235	-51.9253	1/28/20	0
Brazil	-14.235	-51.9253	1/29/20	0
Brazil	-14.235	-51.9253	1/30/20	0
Brazil	-14.235	-51.9253	1/31/20	0
Brazil	-14.235	-51.9253	2/1/20	0
Brazil	-14.235	-51.9253	2/10/20	0
Brazil	-14.235	-51.9253	2/11/20	0
Brazil	-14.235	-51.9253	2/12/20	0
Brazil	-14.235	-51.9253	2/13/20	0
Brazil	-14.235	-51.9253	2/14/20	0
Brazil	-14.235	-51.9253	2/15/20	0
Brazil	-14.235	-51.9253	2/16/20	0
Brazil	-14.235	-51.9253	2/17/20	0
Brazil	-14.235	-51.9253	2/18/20	0
Brazil	-14.235	-51.9253	2/19/20	0
Brazil	-14.235	-51.9253	2/2/20	0
Brazil	-14.235	-51.9253	2/20/20	0
Brazil	-14.235	-51.9253	2/21/20	0
Brazil	-14.235	-51.9253	2/22/20	0
Brazil	-14.235	-51.9253	2/23/20	0
Brazil	-14.235	-51.9253	2/24/20	0
Brazil	-14.235	-51.9253	2/25/20	0
Brazil	-14.235	-51.9253	2/26/20	1
Brazil	-14.235	-51.9253	2/27/20	1
Brazil	-14.235	-51.9253	2/28/20	1
Brazil	-14.235	-51.9253	2/29/20	2
Brazil	-14.235	-51.9253	2/3/20	0
Brazil	-14.235	-51.9253	2/4/20	0
Brazil	-14.235	-51.9253	2/5/20	0
Brazil	-14.235	-51.9253	2/6/20	0
Brazil	-14.235	-51.9253	2/7/20	0
Brazil	-14.235	-51.9253	2/8/20	0
Brazil	-14.235	-51.9253	2/9/20	0
Brazil	-14.235	-51.9253	3/1/20	2
Brazil	-14.235	-51.9253	3/10/20	31
Brazil	-14.235	-51.9253	3/11/20	38
Brazil	-14.235	-51.9253	3/12/20	52
Brazil	-14.235	-51.9253	3/13/20	151
Brazil	-14.235	-51.9253	3/14/20	151
Brazil	-14.235	-51.9253	3/15/20	162
Brazil	-14.235	-51.9253	3/16/20	200
Brazil	-14.235	-51.9253	3/17/20	321
Brazil	-14.235	-51.9253	3/18/20	372
Brazil	-14.235	-51.9253	3/19/20	621
Brazil	-14.235	-51.9253	3/2/20	2
Brazil	-14.235	-51.9253	3/20/20	793
Brazil	-14.235	-51.9253	3/21/20	1021
Brazil	-14.235	-51.9253	3/22/20	1546
Brazil	-14.235	-51.9253	3/23/20	1924
Brazil	-14.235	-51.9253	3/24/20	2247
Brazil	-14.235	-51.9253	3/25/20	2554
Brazil	-14.235	-51.9253	3/26/20	2985
Brazil	-14.235	-51.9253	3/27/20	3417
Brazil	-14.235	-51.9253	3/28/20	3904
Brazil	-14.235	-51.9253	3/29/20	4256
Brazil	-14.235	-51.9253	3/3/20	2
Brazil	-14.235	-51.9253	3/30/20	4579
Brazil	-14.235	-51.9253	3/31/20	5717
Brazil	-14.235	-51.9253	3/4/20	4
Brazil	-14.235	-51.9253	3/5/20	4
Brazil	-14.235	-51.9253	3/6/20	13
Brazil	-14.235	-51.9253	3/7/20	13
Brazil	-14.235	-51.9253	3/8/20	20
Brazil	-14.235	-51.9253	3/9/20	25
Brazil	-14.235	-51.9253	4/1/20	6836
Brazil	-14.235	-51.9253	4/10/20	19638
Brazil	-14.235	-51.9253	4/11/20	20727
Brazil	-14.235	-51.9253	4/12/20	22192
Brazil	-14.235	-51.9253	4/13/20	23430
Brazil	-14.235	-51.9253	4/14/20	25262
Brazil	-14.235	-51.9253	4/15/20	28320
Brazil	-14.235	-51.9253	4/16/20	30425
Brazil	-14.235	-51.9253	4/2/20	8044
Brazil	-14.235	-51.9253	4/3/20	9056
Brazil	-14.235	-51.9253	4/4/20	10360
Brazil	-14.235	-51.9253	4/5/20	11130
Brazil	-14.235	-51.9253	4/6/20	12161
Brazil	-14.235	-51.9253	4/7/20	14034
Brazil	-14.235	-51.9253	4/8/20	16170
Brazil	-14.235	-51.9253	4/9/20	18092
Brunei	4.5353	114.7277	1/22/20	0
Brunei	4.5353	114.7277	1/23/20	0
Brunei	4.5353	114.7277	1/24/20	0
Brunei	4.5353	114.7277	1/25/20	0
Brunei	4.5353	114.7277	1/26/20	0
Brunei	4.5353	114.7277	1/27/20	0
Brunei	4.5353	114.7277	1/28/20	0
Brunei	4.5353	114.7277	1/29/20	0
Brunei	4.5353	114.7277	1/30/20	0
Brunei	4.5353	114.7277	1/31/20	0
Brunei	4.5353	114.7277	2/1/20	0
Brunei	4.5353	114.7277	2/10/20	0
Brunei	4.5353	114.7277	2/11/20	0
Brunei	4.5353	114.7277	2/12/20	0
Brunei	4.5353	114.7277	2/13/20	0
Brunei	4.5353	114.7277	2/14/20	0
Brunei	4.5353	114.7277	2/15/20	0
Brunei	4.5353	114.7277	2/16/20	0
Brunei	4.5353	114.7277	2/17/20	0
Brunei	4.5353	114.7277	2/18/20	0
Brunei	4.5353	114.7277	2/19/20	0
Brunei	4.5353	114.7277	2/2/20	0
Brunei	4.5353	114.7277	2/20/20	0
Brunei	4.5353	114.7277	2/21/20	0
Brunei	4.5353	114.7277	2/22/20	0
Brunei	4.5353	114.7277	2/23/20	0
Brunei	4.5353	114.7277	2/24/20	0
Brunei	4.5353	114.7277	2/25/20	0
Brunei	4.5353	114.7277	2/26/20	0
Brunei	4.5353	114.7277	2/27/20	0
Brunei	4.5353	114.7277	2/28/20	0
Brunei	4.5353	114.7277	2/29/20	0
Brunei	4.5353	114.7277	2/3/20	0
Brunei	4.5353	114.7277	2/4/20	0
Brunei	4.5353	114.7277	2/5/20	0
Brunei	4.5353	114.7277	2/6/20	0
Brunei	4.5353	114.7277	2/7/20	0
Brunei	4.5353	114.7277	2/8/20	0
Brunei	4.5353	114.7277	2/9/20	0
Brunei	4.5353	114.7277	3/1/20	0
Brunei	4.5353	114.7277	3/10/20	1
Brunei	4.5353	114.7277	3/11/20	11
Brunei	4.5353	114.7277	3/12/20	11
Brunei	4.5353	114.7277	3/13/20	37
Brunei	4.5353	114.7277	3/14/20	40
Brunei	4.5353	114.7277	3/15/20	50
Brunei	4.5353	114.7277	3/16/20	54
Brunei	4.5353	114.7277	3/17/20	56
Brunei	4.5353	114.7277	3/18/20	68
Brunei	4.5353	114.7277	3/19/20	75
Brunei	4.5353	114.7277	3/2/20	0
Brunei	4.5353	114.7277	3/20/20	78
Brunei	4.5353	114.7277	3/21/20	83
Brunei	4.5353	114.7277	3/22/20	88
Brunei	4.5353	114.7277	3/23/20	91
Brunei	4.5353	114.7277	3/24/20	104
Brunei	4.5353	114.7277	3/25/20	109
Brunei	4.5353	114.7277	3/26/20	114
Brunei	4.5353	114.7277	3/27/20	115
Brunei	4.5353	114.7277	3/28/20	120
Brunei	4.5353	114.7277	3/29/20	126
Brunei	4.5353	114.7277	3/3/20	0
Brunei	4.5353	114.7277	3/30/20	127
Brunei	4.5353	114.7277	3/31/20	129
Brunei	4.5353	114.7277	3/4/20	0
Brunei	4.5353	114.7277	3/5/20	0
Brunei	4.5353	114.7277	3/6/20	0
Brunei	4.5353	114.7277	3/7/20	0
Brunei	4.5353	114.7277	3/8/20	0
Brunei	4.5353	114.7277	3/9/20	1
Brunei	4.5353	114.7277	4/1/20	131
Brunei	4.5353	114.7277	4/10/20	136
Brunei	4.5353	114.7277	4/11/20	136
Brunei	4.5353	114.7277	4/12/20	136
Brunei	4.5353	114.7277	4/13/20	136
Brunei	4.5353	114.7277	4/14/20	136
Brunei	4.5353	114.7277	4/15/20	136
Brunei	4.5353	114.7277	4/16/20	136
Brunei	4.5353	114.7277	4/2/20	133
Brunei	4.5353	114.7277	4/3/20	134
Brunei	4.5353	114.7277	4/4/20	135
Brunei	4.5353	114.7277	4/5/20	135
Brunei	4.5353	114.7277	4/6/20	135
Brunei	4.5353	114.7277	4/7/20	135
Brunei	4.5353	114.7277	4/8/20	135
Brunei	4.5353	114.7277	4/9/20	135
Bulgaria	42.7339	25.4858	1/22/20	0
Bulgaria	42.7339	25.4858	1/23/20	0
Bulgaria	42.7339	25.4858	1/24/20	0
Bulgaria	42.7339	25.4858	1/25/20	0
Bulgaria	42.7339	25.4858	1/26/20	0
Bulgaria	42.7339	25.4858	1/27/20	0
Bulgaria	42.7339	25.4858	1/28/20	0
Bulgaria	42.7339	25.4858	1/29/20	0
Bulgaria	42.7339	25.4858	1/30/20	0
Bulgaria	42.7339	25.4858	1/31/20	0
Bulgaria	42.7339	25.4858	2/1/20	0
Bulgaria	42.7339	25.4858	2/10/20	0
Bulgaria	42.7339	25.4858	2/11/20	0
Bulgaria	42.7339	25.4858	2/12/20	0
Bulgaria	42.7339	25.4858	2/13/20	0
Bulgaria	42.7339	25.4858	2/14/20	0
Bulgaria	42.7339	25.4858	2/15/20	0
Bulgaria	42.7339	25.4858	2/16/20	0
Bulgaria	42.7339	25.4858	2/17/20	0
Bulgaria	42.7339	25.4858	2/18/20	0
Bulgaria	42.7339	25.4858	2/19/20	0
Bulgaria	42.7339	25.4858	2/2/20	0
Bulgaria	42.7339	25.4858	2/20/20	0
Bulgaria	42.7339	25.4858	2/21/20	0
Bulgaria	42.7339	25.4858	2/22/20	0
Bulgaria	42.7339	25.4858	2/23/20	0
Bulgaria	42.7339	25.4858	2/24/20	0
Bulgaria	42.7339	25.4858	2/25/20	0
Bulgaria	42.7339	25.4858	2/26/20	0
Bulgaria	42.7339	25.4858	2/27/20	0
Bulgaria	42.7339	25.4858	2/28/20	0
Bulgaria	42.7339	25.4858	2/29/20	0
Bulgaria	42.7339	25.4858	2/3/20	0
Bulgaria	42.7339	25.4858	2/4/20	0
Bulgaria	42.7339	25.4858	2/5/20	0
Bulgaria	42.7339	25.4858	2/6/20	0
Bulgaria	42.7339	25.4858	2/7/20	0
Bulgaria	42.7339	25.4858	2/8/20	0
Bulgaria	42.7339	25.4858	2/9/20	0
Bulgaria	42.7339	25.4858	3/1/20	0
Bulgaria	42.7339	25.4858	3/10/20	4
Bulgaria	42.7339	25.4858	3/11/20	7
Bulgaria	42.7339	25.4858	3/12/20	7
Bulgaria	42.7339	25.4858	3/13/20	23
Bulgaria	42.7339	25.4858	3/14/20	41
Bulgaria	42.7339	25.4858	3/15/20	51
Bulgaria	42.7339	25.4858	3/16/20	52
Bulgaria	42.7339	25.4858	3/17/20	67
Bulgaria	42.7339	25.4858	3/18/20	92
Bulgaria	42.7339	25.4858	3/19/20	94
Bulgaria	42.7339	25.4858	3/2/20	0
Bulgaria	42.7339	25.4858	3/20/20	127
Bulgaria	42.7339	25.4858	3/21/20	163
Bulgaria	42.7339	25.4858	3/22/20	187
Bulgaria	42.7339	25.4858	3/23/20	201
Bulgaria	42.7339	25.4858	3/24/20	218
Bulgaria	42.7339	25.4858	3/25/20	242
Bulgaria	42.7339	25.4858	3/26/20	264
Bulgaria	42.7339	25.4858	3/27/20	293
Bulgaria	42.7339	25.4858	3/28/20	331
Bulgaria	42.7339	25.4858	3/29/20	346
Bulgaria	42.7339	25.4858	3/3/20	0
Bulgaria	42.7339	25.4858	3/30/20	359
Bulgaria	42.7339	25.4858	3/31/20	399
Bulgaria	42.7339	25.4858	3/4/20	0
Bulgaria	42.7339	25.4858	3/5/20	0
Bulgaria	42.7339	25.4858	3/6/20	0
Bulgaria	42.7339	25.4858	3/7/20	0
Bulgaria	42.7339	25.4858	3/8/20	4
Bulgaria	42.7339	25.4858	3/9/20	4
Bulgaria	42.7339	25.4858	4/1/20	422
Bulgaria	42.7339	25.4858	4/10/20	635
Bulgaria	42.7339	25.4858	4/11/20	661
Bulgaria	42.7339	25.4858	4/12/20	675
Bulgaria	42.7339	25.4858	4/13/20	685
Bulgaria	42.7339	25.4858	4/14/20	713
Bulgaria	42.7339	25.4858	4/15/20	747
Bulgaria	42.7339	25.4858	4/16/20	800
Bulgaria	42.7339	25.4858	4/2/20	457
Bulgaria	42.7339	25.4858	4/3/20	485
Bulgaria	42.7339	25.4858	4/4/20	503
Bulgaria	42.7339	25.4858	4/5/20	531
Bulgaria	42.7339	25.4858	4/6/20	549
Bulgaria	42.7339	25.4858	4/7/20	577
Bulgaria	42.7339	25.4858	4/8/20	593
Bulgaria	42.7339	25.4858	4/9/20	618
Burkina Faso	12.2383	-1.5616	1/22/20	0
Burkina Faso	12.2383	-1.5616	1/23/20	0
Burkina Faso	12.2383	-1.5616	1/24/20	0
Burkina Faso	12.2383	-1.5616	1/25/20	0
Burkina Faso	12.2383	-1.5616	1/26/20	0
Burkina Faso	12.2383	-1.5616	1/27/20	0
Burkina Faso	12.2383	-1.5616	1/28/20	0
Burkina Faso	12.2383	-1.5616	1/29/20	0
Burkina Faso	12.2383	-1.5616	1/30/20	0
Burkina Faso	12.2383	-1.5616	1/31/20	0
Burkina Faso	12.2383	-1.5616	2/1/20	0
Burkina Faso	12.2383	-1.5616	2/10/20	0
Burkina Faso	12.2383	-1.5616	2/11/20	0
Burkina Faso	12.2383	-1.5616	2/12/20	0
Burkina Faso	12.2383	-1.5616	2/13/20	0
Burkina Faso	12.2383	-1.5616	2/14/20	0
Burkina Faso	12.2383	-1.5616	2/15/20	0
Burkina Faso	12.2383	-1.5616	2/16/20	0
Burkina Faso	12.2383	-1.5616	2/17/20	0
Burkina Faso	12.2383	-1.5616	2/18/20	0
Burkina Faso	12.2383	-1.5616	2/19/20	0
Burkina Faso	12.2383	-1.5616	2/2/20	0
Burkina Faso	12.2383	-1.5616	2/20/20	0
Burkina Faso	12.2383	-1.5616	2/21/20	0
Burkina Faso	12.2383	-1.5616	2/22/20	0
Burkina Faso	12.2383	-1.5616	2/23/20	0
Burkina Faso	12.2383	-1.5616	2/24/20	0
Burkina Faso	12.2383	-1.5616	2/25/20	0
Burkina Faso	12.2383	-1.5616	2/26/20	0
Burkina Faso	12.2383	-1.5616	2/27/20	0
Burkina Faso	12.2383	-1.5616	2/28/20	0
Burkina Faso	12.2383	-1.5616	2/29/20	0
Burkina Faso	12.2383	-1.5616	2/3/20	0
Burkina Faso	12.2383	-1.5616	2/4/20	0
Burkina Faso	12.2383	-1.5616	2/5/20	0
Burkina Faso	12.2383	-1.5616	2/6/20	0
Burkina Faso	12.2383	-1.5616	2/7/20	0
Burkina Faso	12.2383	-1.5616	2/8/20	0
Burkina Faso	12.2383	-1.5616	2/9/20	0
Burkina Faso	12.2383	-1.5616	3/1/20	0
Burkina Faso	12.2383	-1.5616	3/10/20	1
Burkina Faso	12.2383	-1.5616	3/11/20	2
Burkina Faso	12.2383	-1.5616	3/12/20	2
Burkina Faso	12.2383	-1.5616	3/13/20	2
Burkina Faso	12.2383	-1.5616	3/14/20	2
Burkina Faso	12.2383	-1.5616	3/15/20	3
Burkina Faso	12.2383	-1.5616	3/16/20	15
Burkina Faso	12.2383	-1.5616	3/17/20	15
Burkina Faso	12.2383	-1.5616	3/18/20	20
Burkina Faso	12.2383	-1.5616	3/19/20	33
Burkina Faso	12.2383	-1.5616	3/2/20	0
Burkina Faso	12.2383	-1.5616	3/20/20	40
Burkina Faso	12.2383	-1.5616	3/21/20	64
Burkina Faso	12.2383	-1.5616	3/22/20	75
Burkina Faso	12.2383	-1.5616	3/23/20	99
Burkina Faso	12.2383	-1.5616	3/24/20	114
Burkina Faso	12.2383	-1.5616	3/25/20	146
Burkina Faso	12.2383	-1.5616	3/26/20	152
Burkina Faso	12.2383	-1.5616	3/27/20	180
Burkina Faso	12.2383	-1.5616	3/28/20	207
Burkina Faso	12.2383	-1.5616	3/29/20	222
Burkina Faso	12.2383	-1.5616	3/3/20	0
Burkina Faso	12.2383	-1.5616	3/30/20	246
Burkina Faso	12.2383	-1.5616	3/31/20	261
Burkina Faso	12.2383	-1.5616	3/4/20	0
Burkina Faso	12.2383	-1.5616	3/5/20	0
Burkina Faso	12.2383	-1.5616	3/6/20	0
Burkina Faso	12.2383	-1.5616	3/7/20	0
Burkina Faso	12.2383	-1.5616	3/8/20	0
Burkina Faso	12.2383	-1.5616	3/9/20	0
Burkina Faso	12.2383	-1.5616	4/1/20	282
Burkina Faso	12.2383	-1.5616	4/10/20	443
Burkina Faso	12.2383	-1.5616	4/11/20	484
Burkina Faso	12.2383	-1.5616	4/12/20	497
Burkina Faso	12.2383	-1.5616	4/13/20	497
Burkina Faso	12.2383	-1.5616	4/14/20	528
Burkina Faso	12.2383	-1.5616	4/15/20	542
Burkina Faso	12.2383	-1.5616	4/16/20	546
Burkina Faso	12.2383	-1.5616	4/2/20	288
Burkina Faso	12.2383	-1.5616	4/3/20	302
Burkina Faso	12.2383	-1.5616	4/4/20	318
Burkina Faso	12.2383	-1.5616	4/5/20	345
Burkina Faso	12.2383	-1.5616	4/6/20	364
Burkina Faso	12.2383	-1.5616	4/7/20	384
Burkina Faso	12.2383	-1.5616	4/8/20	414
Burkina Faso	12.2383	-1.5616	4/9/20	443
Burma	21.9162	95.956	1/22/20	0
Burma	21.9162	95.956	1/23/20	0
Burma	21.9162	95.956	1/24/20	0
Burma	21.9162	95.956	1/25/20	0
Burma	21.9162	95.956	1/26/20	0
Burma	21.9162	95.956	1/27/20	0
Burma	21.9162	95.956	1/28/20	0
Burma	21.9162	95.956	1/29/20	0
Burma	21.9162	95.956	1/30/20	0
Burma	21.9162	95.956	1/31/20	0
Burma	21.9162	95.956	2/1/20	0
Burma	21.9162	95.956	2/10/20	0
Burma	21.9162	95.956	2/11/20	0
Burma	21.9162	95.956	2/12/20	0
Burma	21.9162	95.956	2/13/20	0
Burma	21.9162	95.956	2/14/20	0
Burma	21.9162	95.956	2/15/20	0
Burma	21.9162	95.956	2/16/20	0
Burma	21.9162	95.956	2/17/20	0
Burma	21.9162	95.956	2/18/20	0
Burma	21.9162	95.956	2/19/20	0
Burma	21.9162	95.956	2/2/20	0
Burma	21.9162	95.956	2/20/20	0
Burma	21.9162	95.956	2/21/20	0
Burma	21.9162	95.956	2/22/20	0
Burma	21.9162	95.956	2/23/20	0
Burma	21.9162	95.956	2/24/20	0
Burma	21.9162	95.956	2/25/20	0
Burma	21.9162	95.956	2/26/20	0
Burma	21.9162	95.956	2/27/20	0
Burma	21.9162	95.956	2/28/20	0
Burma	21.9162	95.956	2/29/20	0
Burma	21.9162	95.956	2/3/20	0
Burma	21.9162	95.956	2/4/20	0
Burma	21.9162	95.956	2/5/20	0
Burma	21.9162	95.956	2/6/20	0
Burma	21.9162	95.956	2/7/20	0
Burma	21.9162	95.956	2/8/20	0
Burma	21.9162	95.956	2/9/20	0
Burma	21.9162	95.956	3/1/20	0
Burma	21.9162	95.956	3/10/20	0
Burma	21.9162	95.956	3/11/20	0
Burma	21.9162	95.956	3/12/20	0
Burma	21.9162	95.956	3/13/20	0
Burma	21.9162	95.956	3/14/20	0
Burma	21.9162	95.956	3/15/20	0
Burma	21.9162	95.956	3/16/20	0
Burma	21.9162	95.956	3/17/20	0
Burma	21.9162	95.956	3/18/20	0
Burma	21.9162	95.956	3/19/20	0
Burma	21.9162	95.956	3/2/20	0
Burma	21.9162	95.956	3/20/20	0
Burma	21.9162	95.956	3/21/20	0
Burma	21.9162	95.956	3/22/20	0
Burma	21.9162	95.956	3/23/20	0
Burma	21.9162	95.956	3/24/20	0
Burma	21.9162	95.956	3/25/20	0
Burma	21.9162	95.956	3/26/20	0
Burma	21.9162	95.956	3/27/20	8
Burma	21.9162	95.956	3/28/20	8
Burma	21.9162	95.956	3/29/20	10
Burma	21.9162	95.956	3/3/20	0
Burma	21.9162	95.956	3/30/20	14
Burma	21.9162	95.956	3/31/20	15
Burma	21.9162	95.956	3/4/20	0
Burma	21.9162	95.956	3/5/20	0
Burma	21.9162	95.956	3/6/20	0
Burma	21.9162	95.956	3/7/20	0
Burma	21.9162	95.956	3/8/20	0
Burma	21.9162	95.956	3/9/20	0
Burma	21.9162	95.956	4/1/20	15
Burma	21.9162	95.956	4/10/20	27
Burma	21.9162	95.956	4/11/20	38
Burma	21.9162	95.956	4/12/20	41
Burma	21.9162	95.956	4/13/20	62
Burma	21.9162	95.956	4/14/20	63
Burma	21.9162	95.956	4/15/20	74
Burma	21.9162	95.956	4/16/20	85
Burma	21.9162	95.956	4/2/20	20
Burma	21.9162	95.956	4/3/20	20
Burma	21.9162	95.956	4/4/20	21
Burma	21.9162	95.956	4/5/20	21
Burma	21.9162	95.956	4/6/20	22
Burma	21.9162	95.956	4/7/20	22
Burma	21.9162	95.956	4/8/20	22
Burma	21.9162	95.956	4/9/20	23
Burundi	-3.3731	29.9189	1/22/20	0
Burundi	-3.3731	29.9189	1/23/20	0
Burundi	-3.3731	29.9189	1/24/20	0
Burundi	-3.3731	29.9189	1/25/20	0
Burundi	-3.3731	29.9189	1/26/20	0
Burundi	-3.3731	29.9189	1/27/20	0
Burundi	-3.3731	29.9189	1/28/20	0
Burundi	-3.3731	29.9189	1/29/20	0
Burundi	-3.3731	29.9189	1/30/20	0
Burundi	-3.3731	29.9189	1/31/20	0
Burundi	-3.3731	29.9189	2/1/20	0
Burundi	-3.3731	29.9189	2/10/20	0
Burundi	-3.3731	29.9189	2/11/20	0
Burundi	-3.3731	29.9189	2/12/20	0
Burundi	-3.3731	29.9189	2/13/20	0
Burundi	-3.3731	29.9189	2/14/20	0
Burundi	-3.3731	29.9189	2/15/20	0
Burundi	-3.3731	29.9189	2/16/20	0
Burundi	-3.3731	29.9189	2/17/20	0
Burundi	-3.3731	29.9189	2/18/20	0
Burundi	-3.3731	29.9189	2/19/20	0
Burundi	-3.3731	29.9189	2/2/20	0
Burundi	-3.3731	29.9189	2/20/20	0
Burundi	-3.3731	29.9189	2/21/20	0
Burundi	-3.3731	29.9189	2/22/20	0
Burundi	-3.3731	29.9189	2/23/20	0
Burundi	-3.3731	29.9189	2/24/20	0
Burundi	-3.3731	29.9189	2/25/20	0
Burundi	-3.3731	29.9189	2/26/20	0
Burundi	-3.3731	29.9189	2/27/20	0
Burundi	-3.3731	29.9189	2/28/20	0
Burundi	-3.3731	29.9189	2/29/20	0
Burundi	-3.3731	29.9189	2/3/20	0
Burundi	-3.3731	29.9189	2/4/20	0
Burundi	-3.3731	29.9189	2/5/20	0
Burundi	-3.3731	29.9189	2/6/20	0
Burundi	-3.3731	29.9189	2/7/20	0
Burundi	-3.3731	29.9189	2/8/20	0
Burundi	-3.3731	29.9189	2/9/20	0
Burundi	-3.3731	29.9189	3/1/20	0
Burundi	-3.3731	29.9189	3/10/20	0
Burundi	-3.3731	29.9189	3/11/20	0
Burundi	-3.3731	29.9189	3/12/20	0
Burundi	-3.3731	29.9189	3/13/20	0
Burundi	-3.3731	29.9189	3/14/20	0
Burundi	-3.3731	29.9189	3/15/20	0
Burundi	-3.3731	29.9189	3/16/20	0
Burundi	-3.3731	29.9189	3/17/20	0
Burundi	-3.3731	29.9189	3/18/20	0
Burundi	-3.3731	29.9189	3/19/20	0
Burundi	-3.3731	29.9189	3/2/20	0
Burundi	-3.3731	29.9189	3/20/20	0
Burundi	-3.3731	29.9189	3/21/20	0
Burundi	-3.3731	29.9189	3/22/20	0
Burundi	-3.3731	29.9189	3/23/20	0
Burundi	-3.3731	29.9189	3/24/20	0
Burundi	-3.3731	29.9189	3/25/20	0
Burundi	-3.3731	29.9189	3/26/20	0
Burundi	-3.3731	29.9189	3/27/20	0
Burundi	-3.3731	29.9189	3/28/20	0
Burundi	-3.3731	29.9189	3/29/20	0
Burundi	-3.3731	29.9189	3/3/20	0
Burundi	-3.3731	29.9189	3/30/20	0
Burundi	-3.3731	29.9189	3/31/20	2
Burundi	-3.3731	29.9189	3/4/20	0
Burundi	-3.3731	29.9189	3/5/20	0
