country	Lat	Long	date	Recovered from COVID-19 (no.)
Diamond Princess	0	0	2/13/20	0
Diamond Princess	0	0	2/14/20	0
Diamond Princess	0	0	2/15/20	0
Diamond Princess	0	0	2/16/20	0
Diamond Princess	0	0	2/17/20	0
Diamond Princess	0	0	2/18/20	0
Diamond Princess	0	0	2/19/20	1
Diamond Princess	0	0	2/2/20	0
Diamond Princess	0	0	2/20/20	1
Diamond Princess	0	0	2/21/20	1
Diamond Princess	0	0	2/22/20	1
Diamond Princess	0	0	2/23/20	0
Diamond Princess	0	0	2/24/20	0
Diamond Princess	0	0	2/25/20	0
Diamond Princess	0	0	2/26/20	10
Diamond Princess	0	0	2/27/20	10
Diamond Princess	0	0	2/28/20	10
Diamond Princess	0	0	2/29/20	10
Diamond Princess	0	0	2/3/20	0
Diamond Princess	0	0	2/4/20	0
Diamond Princess	0	0	2/5/20	0
Diamond Princess	0	0	2/6/20	0
Diamond Princess	0	0	2/7/20	0
Diamond Princess	0	0	2/8/20	0
Diamond Princess	0	0	2/9/20	0
Diamond Princess	0	0	3/1/20	10
Diamond Princess	0	0	3/10/20	40
Diamond Princess	0	0	3/11/20	325
Diamond Princess	0	0	3/12/20	325
Diamond Princess	0	0	3/13/20	325
Diamond Princess	0	0	3/14/20	325
Diamond Princess	0	0	3/15/20	325
Diamond Princess	0	0	3/16/20	325
Diamond Princess	0	0	3/17/20	325
Diamond Princess	0	0	3/18/20	325
Diamond Princess	0	0	3/19/20	325
Diamond Princess	0	0	3/2/20	10
Diamond Princess	0	0	3/20/20	325
Diamond Princess	0	0	3/21/20	325
Diamond Princess	0	0	3/22/20	325
Diamond Princess	0	0	3/23/20	325
Diamond Princess	0	0	3/24/20	325
Diamond Princess	0	0	3/25/20	587
Diamond Princess	0	0	3/26/20	597
Diamond Princess	0	0	3/27/20	597
Diamond Princess	0	0	3/28/20	597
Diamond Princess	0	0	3/29/20	603
Diamond Princess	0	0	3/3/20	10
Diamond Princess	0	0	3/30/20	603
Diamond Princess	0	0	3/31/20	603
Diamond Princess	0	0	3/4/20	10
Diamond Princess	0	0	3/5/20	10
Diamond Princess	0	0	3/6/20	40
Diamond Princess	0	0	3/7/20	40
Diamond Princess	0	0	3/8/20	40
Diamond Princess	0	0	3/9/20	40
Diamond Princess	0	0	4/1/20	603
Diamond Princess	0	0	4/10/20	619
Diamond Princess	0	0	4/11/20	619
Diamond Princess	0	0	4/12/20	619
Diamond Princess	0	0	4/13/20	619
Diamond Princess	0	0	4/14/20	639
Diamond Princess	0	0	4/15/20	639
Diamond Princess	0	0	4/16/20	644
Diamond Princess	0	0	4/2/20	619
Diamond Princess	0	0	4/3/20	619
Diamond Princess	0	0	4/4/20	619
Diamond Princess	0	0	4/5/20	619
Diamond Princess	0	0	4/6/20	619
Diamond Princess	0	0	4/7/20	619
Diamond Princess	0	0	4/8/20	619
Diamond Princess	0	0	4/9/20	619
Djibouti	11.8251	42.5903	1/22/20	0
Djibouti	11.8251	42.5903	1/23/20	0
Djibouti	11.8251	42.5903	1/24/20	0
Djibouti	11.8251	42.5903	1/25/20	0
Djibouti	11.8251	42.5903	1/26/20	0
Djibouti	11.8251	42.5903	1/27/20	0
Djibouti	11.8251	42.5903	1/28/20	0
Djibouti	11.8251	42.5903	1/29/20	0
Djibouti	11.8251	42.5903	1/30/20	0
Djibouti	11.8251	42.5903	1/31/20	0
Djibouti	11.8251	42.5903	2/1/20	0
Djibouti	11.8251	42.5903	2/10/20	0
Djibouti	11.8251	42.5903	2/11/20	0
Djibouti	11.8251	42.5903	2/12/20	0
Djibouti	11.8251	42.5903	2/13/20	0
Djibouti	11.8251	42.5903	2/14/20	0
Djibouti	11.8251	42.5903	2/15/20	0
Djibouti	11.8251	42.5903	2/16/20	0
Djibouti	11.8251	42.5903	2/17/20	0
Djibouti	11.8251	42.5903	2/18/20	0
Djibouti	11.8251	42.5903	2/19/20	0
Djibouti	11.8251	42.5903	2/2/20	0
Djibouti	11.8251	42.5903	2/20/20	0
Djibouti	11.8251	42.5903	2/21/20	0
Djibouti	11.8251	42.5903	2/22/20	0
Djibouti	11.8251	42.5903	2/23/20	0
Djibouti	11.8251	42.5903	2/24/20	0
Djibouti	11.8251	42.5903	2/25/20	0
Djibouti	11.8251	42.5903	2/26/20	0
Djibouti	11.8251	42.5903	2/27/20	0
Djibouti	11.8251	42.5903	2/28/20	0
Djibouti	11.8251	42.5903	2/29/20	0
Djibouti	11.8251	42.5903	2/3/20	0
Djibouti	11.8251	42.5903	2/4/20	0
Djibouti	11.8251	42.5903	2/5/20	0
Djibouti	11.8251	42.5903	2/6/20	0
Djibouti	11.8251	42.5903	2/7/20	0
Djibouti	11.8251	42.5903	2/8/20	0
Djibouti	11.8251	42.5903	2/9/20	0
Djibouti	11.8251	42.5903	3/1/20	0
Djibouti	11.8251	42.5903	3/10/20	0
Djibouti	11.8251	42.5903	3/11/20	0
Djibouti	11.8251	42.5903	3/12/20	0
Djibouti	11.8251	42.5903	3/13/20	0
Djibouti	11.8251	42.5903	3/14/20	0
Djibouti	11.8251	42.5903	3/15/20	0
Djibouti	11.8251	42.5903	3/16/20	0
Djibouti	11.8251	42.5903	3/17/20	0
Djibouti	11.8251	42.5903	3/18/20	0
Djibouti	11.8251	42.5903	3/19/20	0
Djibouti	11.8251	42.5903	3/2/20	0
Djibouti	11.8251	42.5903	3/20/20	0
Djibouti	11.8251	42.5903	3/21/20	0
Djibouti	11.8251	42.5903	3/22/20	0
Djibouti	11.8251	42.5903	3/23/20	0
Djibouti	11.8251	42.5903	3/24/20	0
Djibouti	11.8251	42.5903	3/25/20	0
Djibouti	11.8251	42.5903	3/26/20	0
Djibouti	11.8251	42.5903	3/27/20	0
Djibouti	11.8251	42.5903	3/28/20	0
Djibouti	11.8251	42.5903	3/29/20	0
Djibouti	11.8251	42.5903	3/3/20	0
Djibouti	11.8251	42.5903	3/30/20	0
Djibouti	11.8251	42.5903	3/31/20	0
Djibouti	11.8251	42.5903	3/4/20	0
Djibouti	11.8251	42.5903	3/5/20	0
Djibouti	11.8251	42.5903	3/6/20	0
Djibouti	11.8251	42.5903	3/7/20	0
Djibouti	11.8251	42.5903	3/8/20	0
Djibouti	11.8251	42.5903	3/9/20	0
Djibouti	11.8251	42.5903	4/1/20	0
Djibouti	11.8251	42.5903	4/10/20	36
Djibouti	11.8251	42.5903	4/11/20	36
Djibouti	11.8251	42.5903	4/12/20	36
Djibouti	11.8251	42.5903	4/13/20	41
Djibouti	11.8251	42.5903	4/14/20	53
Djibouti	11.8251	42.5903	4/15/20	71
Djibouti	11.8251	42.5903	4/16/20	73
Djibouti	11.8251	42.5903	4/2/20	0
Djibouti	11.8251	42.5903	4/3/20	8
Djibouti	11.8251	42.5903	4/4/20	8
Djibouti	11.8251	42.5903	4/5/20	9
Djibouti	11.8251	42.5903	4/6/20	9
Djibouti	11.8251	42.5903	4/7/20	9
Djibouti	11.8251	42.5903	4/8/20	25
Djibouti	11.8251	42.5903	4/9/20	25
Dominica	15.415	-61.371	1/22/20	0
Dominica	15.415	-61.371	1/23/20	0
Dominica	15.415	-61.371	1/24/20	0
Dominica	15.415	-61.371	1/25/20	0
Dominica	15.415	-61.371	1/26/20	0
Dominica	15.415	-61.371	1/27/20	0
Dominica	15.415	-61.371	1/28/20	0
Dominica	15.415	-61.371	1/29/20	0
Dominica	15.415	-61.371	1/30/20	0
Dominica	15.415	-61.371	1/31/20	0
Dominica	15.415	-61.371	2/1/20	0
Dominica	15.415	-61.371	2/10/20	0
Dominica	15.415	-61.371	2/11/20	0
Dominica	15.415	-61.371	2/12/20	0
Dominica	15.415	-61.371	2/13/20	0
Dominica	15.415	-61.371	2/14/20	0
Dominica	15.415	-61.371	2/15/20	0
Dominica	15.415	-61.371	2/16/20	0
Dominica	15.415	-61.371	2/17/20	0
Dominica	15.415	-61.371	2/18/20	0
Dominica	15.415	-61.371	2/19/20	0
Dominica	15.415	-61.371	2/2/20	0
Dominica	15.415	-61.371	2/20/20	0
Dominica	15.415	-61.371	2/21/20	0
Dominica	15.415	-61.371	2/22/20	0
Dominica	15.415	-61.371	2/23/20	0
Dominica	15.415	-61.371	2/24/20	0
Dominica	15.415	-61.371	2/25/20	0
Dominica	15.415	-61.371	2/26/20	0
Dominica	15.415	-61.371	2/27/20	0
Dominica	15.415	-61.371	2/28/20	0
Dominica	15.415	-61.371	2/29/20	0
Dominica	15.415	-61.371	2/3/20	0
Dominica	15.415	-61.371	2/4/20	0
Dominica	15.415	-61.371	2/5/20	0
Dominica	15.415	-61.371	2/6/20	0
Dominica	15.415	-61.371	2/7/20	0
Dominica	15.415	-61.371	2/8/20	0
Dominica	15.415	-61.371	2/9/20	0
Dominica	15.415	-61.371	3/1/20	0
Dominica	15.415	-61.371	3/10/20	0
Dominica	15.415	-61.371	3/11/20	0
Dominica	15.415	-61.371	3/12/20	0
Dominica	15.415	-61.371	3/13/20	0
Dominica	15.415	-61.371	3/14/20	0
Dominica	15.415	-61.371	3/15/20	0
Dominica	15.415	-61.371	3/16/20	0
Dominica	15.415	-61.371	3/17/20	0
Dominica	15.415	-61.371	3/18/20	0
Dominica	15.415	-61.371	3/19/20	0
Dominica	15.415	-61.371	3/2/20	0
Dominica	15.415	-61.371	3/20/20	0
Dominica	15.415	-61.371	3/21/20	0
Dominica	15.415	-61.371	3/22/20	0
Dominica	15.415	-61.371	3/23/20	0
Dominica	15.415	-61.371	3/24/20	0
Dominica	15.415	-61.371	3/25/20	0
Dominica	15.415	-61.371	3/26/20	0
Dominica	15.415	-61.371	3/27/20	0
Dominica	15.415	-61.371	3/28/20	0
Dominica	15.415	-61.371	3/29/20	0
Dominica	15.415	-61.371	3/3/20	0
Dominica	15.415	-61.371	3/30/20	0
Dominica	15.415	-61.371	3/31/20	0
Dominica	15.415	-61.371	3/4/20	0
Dominica	15.415	-61.371	3/5/20	0
Dominica	15.415	-61.371	3/6/20	0
Dominica	15.415	-61.371	3/7/20	0
Dominica	15.415	-61.371	3/8/20	0
Dominica	15.415	-61.371	3/9/20	0
Dominica	15.415	-61.371	4/1/20	0
Dominica	15.415	-61.371	4/10/20	5
Dominica	15.415	-61.371	4/11/20	5
Dominica	15.415	-61.371	4/12/20	8
Dominica	15.415	-61.371	4/13/20	8
Dominica	15.415	-61.371	4/14/20	8
Dominica	15.415	-61.371	4/15/20	8
Dominica	15.415	-61.371	4/16/20	8
Dominica	15.415	-61.371	4/2/20	0
Dominica	15.415	-61.371	4/3/20	0
Dominica	15.415	-61.371	4/4/20	0
Dominica	15.415	-61.371	4/5/20	0
Dominica	15.415	-61.371	4/6/20	1
Dominica	15.415	-61.371	4/7/20	1
Dominica	15.415	-61.371	4/8/20	1
Dominica	15.415	-61.371	4/9/20	1
Dominican Republic	18.7357	-70.1627	1/22/20	0
Dominican Republic	18.7357	-70.1627	1/23/20	0
Dominican Republic	18.7357	-70.1627	1/24/20	0
Dominican Republic	18.7357	-70.1627	1/25/20	0
Dominican Republic	18.7357	-70.1627	1/26/20	0
Dominican Republic	18.7357	-70.1627	1/27/20	0
Dominican Republic	18.7357	-70.1627	1/28/20	0
Dominican Republic	18.7357	-70.1627	1/29/20	0
Dominican Republic	18.7357	-70.1627	1/30/20	0
Dominican Republic	18.7357	-70.1627	1/31/20	0
Dominican Republic	18.7357	-70.1627	2/1/20	0
Dominican Republic	18.7357	-70.1627	2/10/20	0
Dominican Republic	18.7357	-70.1627	2/11/20	0
Dominican Republic	18.7357	-70.1627	2/12/20	0
Dominican Republic	18.7357	-70.1627	2/13/20	0
Dominican Republic	18.7357	-70.1627	2/14/20	0
Dominican Republic	18.7357	-70.1627	2/15/20	0
Dominican Republic	18.7357	-70.1627	2/16/20	0
Dominican Republic	18.7357	-70.1627	2/17/20	0
Dominican Republic	18.7357	-70.1627	2/18/20	0
Dominican Republic	18.7357	-70.1627	2/19/20	0
Dominican Republic	18.7357	-70.1627	2/2/20	0
Dominican Republic	18.7357	-70.1627	2/20/20	0
Dominican Republic	18.7357	-70.1627	2/21/20	0
Dominican Republic	18.7357	-70.1627	2/22/20	0
Dominican Republic	18.7357	-70.1627	2/23/20	0
Dominican Republic	18.7357	-70.1627	2/24/20	0
Dominican Republic	18.7357	-70.1627	2/25/20	0
Dominican Republic	18.7357	-70.1627	2/26/20	0
Dominican Republic	18.7357	-70.1627	2/27/20	0
Dominican Republic	18.7357	-70.1627	2/28/20	0
Dominican Republic	18.7357	-70.1627	2/29/20	0
Dominican Republic	18.7357	-70.1627	2/3/20	0
Dominican Republic	18.7357	-70.1627	2/4/20	0
Dominican Republic	18.7357	-70.1627	2/5/20	0
Dominican Republic	18.7357	-70.1627	2/6/20	0
Dominican Republic	18.7357	-70.1627	2/7/20	0
Dominican Republic	18.7357	-70.1627	2/8/20	0
Dominican Republic	18.7357	-70.1627	2/9/20	0
Dominican Republic	18.7357	-70.1627	3/1/20	0
Dominican Republic	18.7357	-70.1627	3/10/20	0
Dominican Republic	18.7357	-70.1627	3/11/20	0
Dominican Republic	18.7357	-70.1627	3/12/20	0
Dominican Republic	18.7357	-70.1627	3/13/20	0
Dominican Republic	18.7357	-70.1627	3/14/20	0
Dominican Republic	18.7357	-70.1627	3/15/20	0
Dominican Republic	18.7357	-70.1627	3/16/20	0
Dominican Republic	18.7357	-70.1627	3/17/20	0
Dominican Republic	18.7357	-70.1627	3/18/20	0
Dominican Republic	18.7357	-70.1627	3/19/20	0
Dominican Republic	18.7357	-70.1627	3/2/20	0
Dominican Republic	18.7357	-70.1627	3/20/20	0
Dominican Republic	18.7357	-70.1627	3/21/20	0
Dominican Republic	18.7357	-70.1627	3/22/20	0
Dominican Republic	18.7357	-70.1627	3/23/20	0
Dominican Republic	18.7357	-70.1627	3/24/20	3
Dominican Republic	18.7357	-70.1627	3/25/20	3
Dominican Republic	18.7357	-70.1627	3/26/20	3
Dominican Republic	18.7357	-70.1627	3/27/20	3
Dominican Republic	18.7357	-70.1627	3/28/20	3
Dominican Republic	18.7357	-70.1627	3/29/20	3
Dominican Republic	18.7357	-70.1627	3/3/20	0
Dominican Republic	18.7357	-70.1627	3/30/20	4
Dominican Republic	18.7357	-70.1627	3/31/20	5
Dominican Republic	18.7357	-70.1627	3/4/20	0
Dominican Republic	18.7357	-70.1627	3/5/20	0
Dominican Republic	18.7357	-70.1627	3/6/20	0
Dominican Republic	18.7357	-70.1627	3/7/20	0
Dominican Republic	18.7357	-70.1627	3/8/20	0
Dominican Republic	18.7357	-70.1627	3/9/20	0
Dominican Republic	18.7357	-70.1627	4/1/20	9
Dominican Republic	18.7357	-70.1627	4/10/20	98
Dominican Republic	18.7357	-70.1627	4/11/20	108
Dominican Republic	18.7357	-70.1627	4/12/20	131
Dominican Republic	18.7357	-70.1627	4/13/20	152
Dominican Republic	18.7357	-70.1627	4/14/20	162
Dominican Republic	18.7357	-70.1627	4/15/20	208
Dominican Republic	18.7357	-70.1627	4/16/20	215
Dominican Republic	18.7357	-70.1627	4/2/20	16
Dominican Republic	18.7357	-70.1627	4/3/20	16
Dominican Republic	18.7357	-70.1627	4/4/20	16
Dominican Republic	18.7357	-70.1627	4/5/20	17
Dominican Republic	18.7357	-70.1627	4/6/20	33
Dominican Republic	18.7357	-70.1627	4/7/20	36
Dominican Republic	18.7357	-70.1627	4/8/20	50
Dominican Republic	18.7357	-70.1627	4/9/20	80
Ecuador	-1.8312	-78.1834	1/22/20	0
Ecuador	-1.8312	-78.1834	1/23/20	0
Ecuador	-1.8312	-78.1834	1/24/20	0
Ecuador	-1.8312	-78.1834	1/25/20	0
Ecuador	-1.8312	-78.1834	1/26/20	0
Ecuador	-1.8312	-78.1834	1/27/20	0
Ecuador	-1.8312	-78.1834	1/28/20	0
Ecuador	-1.8312	-78.1834	1/29/20	0
Ecuador	-1.8312	-78.1834	1/30/20	0
Ecuador	-1.8312	-78.1834	1/31/20	0
Ecuador	-1.8312	-78.1834	2/1/20	0
Ecuador	-1.8312	-78.1834	2/10/20	0
Ecuador	-1.8312	-78.1834	2/11/20	0
Ecuador	-1.8312	-78.1834	2/12/20	0
Ecuador	-1.8312	-78.1834	2/13/20	0
Ecuador	-1.8312	-78.1834	2/14/20	0
Ecuador	-1.8312	-78.1834	2/15/20	0
Ecuador	-1.8312	-78.1834	2/16/20	0
Ecuador	-1.8312	-78.1834	2/17/20	0
Ecuador	-1.8312	-78.1834	2/18/20	0
Ecuador	-1.8312	-78.1834	2/19/20	0
Ecuador	-1.8312	-78.1834	2/2/20	0
Ecuador	-1.8312	-78.1834	2/20/20	0
Ecuador	-1.8312	-78.1834	2/21/20	0
Ecuador	-1.8312	-78.1834	2/22/20	0
Ecuador	-1.8312	-78.1834	2/23/20	0
Ecuador	-1.8312	-78.1834	2/24/20	0
Ecuador	-1.8312	-78.1834	2/25/20	0
Ecuador	-1.8312	-78.1834	2/26/20	0
Ecuador	-1.8312	-78.1834	2/27/20	0
Ecuador	-1.8312	-78.1834	2/28/20	0
Ecuador	-1.8312	-78.1834	2/29/20	0
Ecuador	-1.8312	-78.1834	2/3/20	0
Ecuador	-1.8312	-78.1834	2/4/20	0
Ecuador	-1.8312	-78.1834	2/5/20	0
Ecuador	-1.8312	-78.1834	2/6/20	0
Ecuador	-1.8312	-78.1834	2/7/20	0
Ecuador	-1.8312	-78.1834	2/8/20	0
Ecuador	-1.8312	-78.1834	2/9/20	0
Ecuador	-1.8312	-78.1834	3/1/20	0
Ecuador	-1.8312	-78.1834	3/10/20	0
Ecuador	-1.8312	-78.1834	3/11/20	0
Ecuador	-1.8312	-78.1834	3/12/20	0
Ecuador	-1.8312	-78.1834	3/13/20	0
Ecuador	-1.8312	-78.1834	3/14/20	0
Ecuador	-1.8312	-78.1834	3/15/20	0
Ecuador	-1.8312	-78.1834	3/16/20	0
Ecuador	-1.8312	-78.1834	3/17/20	0
Ecuador	-1.8312	-78.1834	3/18/20	0
Ecuador	-1.8312	-78.1834	3/19/20	0
Ecuador	-1.8312	-78.1834	3/2/20	0
Ecuador	-1.8312	-78.1834	3/20/20	0
Ecuador	-1.8312	-78.1834	3/21/20	3
Ecuador	-1.8312	-78.1834	3/22/20	3
Ecuador	-1.8312	-78.1834	3/23/20	3
Ecuador	-1.8312	-78.1834	3/24/20	3
Ecuador	-1.8312	-78.1834	3/25/20	3
Ecuador	-1.8312	-78.1834	3/26/20	3
Ecuador	-1.8312	-78.1834	3/27/20	3
Ecuador	-1.8312	-78.1834	3/28/20	3
Ecuador	-1.8312	-78.1834	3/29/20	3
Ecuador	-1.8312	-78.1834	3/3/20	0
Ecuador	-1.8312	-78.1834	3/30/20	3
Ecuador	-1.8312	-78.1834	3/31/20	54
Ecuador	-1.8312	-78.1834	3/4/20	0
Ecuador	-1.8312	-78.1834	3/5/20	0
Ecuador	-1.8312	-78.1834	3/6/20	0
Ecuador	-1.8312	-78.1834	3/7/20	0
Ecuador	-1.8312	-78.1834	3/8/20	0
Ecuador	-1.8312	-78.1834	3/9/20	0
Ecuador	-1.8312	-78.1834	4/1/20	58
Ecuador	-1.8312	-78.1834	4/10/20	368
Ecuador	-1.8312	-78.1834	4/11/20	411
Ecuador	-1.8312	-78.1834	4/12/20	501
Ecuador	-1.8312	-78.1834	4/13/20	597
Ecuador	-1.8312	-78.1834	4/14/20	696
Ecuador	-1.8312	-78.1834	4/15/20	780
Ecuador	-1.8312	-78.1834	4/16/20	838
Ecuador	-1.8312	-78.1834	4/2/20	65
Ecuador	-1.8312	-78.1834	4/3/20	65
Ecuador	-1.8312	-78.1834	4/4/20	100
Ecuador	-1.8312	-78.1834	4/5/20	100
Ecuador	-1.8312	-78.1834	4/6/20	100
Ecuador	-1.8312	-78.1834	4/7/20	100
Ecuador	-1.8312	-78.1834	4/8/20	140
Ecuador	-1.8312	-78.1834	4/9/20	339
Egypt	26	30	1/22/20	0
Egypt	26	30	1/23/20	0
Egypt	26	30	1/24/20	0
Egypt	26	30	1/25/20	0
Egypt	26	30	1/26/20	0
Egypt	26	30	1/27/20	0
Egypt	26	30	1/28/20	0
Egypt	26	30	1/29/20	0
Egypt	26	30	1/30/20	0
Egypt	26	30	1/31/20	0
Egypt	26	30	2/1/20	0
Egypt	26	30	2/10/20	0
Egypt	26	30	2/11/20	0
Egypt	26	30	2/12/20	0
Egypt	26	30	2/13/20	0
Egypt	26	30	2/14/20	0
Egypt	26	30	2/15/20	0
Egypt	26	30	2/16/20	0
Egypt	26	30	2/17/20	0
Egypt	26	30	2/18/20	0
Egypt	26	30	2/19/20	0
Egypt	26	30	2/2/20	0
Egypt	26	30	2/20/20	0
Egypt	26	30	2/21/20	0
Egypt	26	30	2/22/20	0
Egypt	26	30	2/23/20	0
Egypt	26	30	2/24/20	0
Egypt	26	30	2/25/20	0
Egypt	26	30	2/26/20	0
Egypt	26	30	2/27/20	0
Egypt	26	30	2/28/20	1
Egypt	26	30	2/29/20	1
Egypt	26	30	2/3/20	0
Egypt	26	30	2/4/20	0
Egypt	26	30	2/5/20	0
Egypt	26	30	2/6/20	0
Egypt	26	30	2/7/20	0
Egypt	26	30	2/8/20	0
Egypt	26	30	2/9/20	0
Egypt	26	30	3/1/20	1
Egypt	26	30	3/10/20	1
Egypt	26	30	3/11/20	27
Egypt	26	30	3/12/20	27
Egypt	26	30	3/13/20	27
Egypt	26	30	3/14/20	27
Egypt	26	30	3/15/20	21
Egypt	26	30	3/16/20	27
Egypt	26	30	3/17/20	32
Egypt	26	30	3/18/20	32
Egypt	26	30	3/19/20	32
Egypt	26	30	3/2/20	1
Egypt	26	30	3/20/20	39
Egypt	26	30	3/21/20	41
Egypt	26	30	3/22/20	56
Egypt	26	30	3/23/20	56
Egypt	26	30	3/24/20	80
Egypt	26	30	3/25/20	95
Egypt	26	30	3/26/20	102
Egypt	26	30	3/27/20	116
Egypt	26	30	3/28/20	121
Egypt	26	30	3/29/20	132
Egypt	26	30	3/3/20	1
Egypt	26	30	3/30/20	150
Egypt	26	30	3/31/20	157
Egypt	26	30	3/4/20	1
Egypt	26	30	3/5/20	1
Egypt	26	30	3/6/20	1
Egypt	26	30	3/7/20	1
Egypt	26	30	3/8/20	1
Egypt	26	30	3/9/20	1
Egypt	26	30	4/1/20	179
Egypt	26	30	4/10/20	384
Egypt	26	30	4/11/20	426
Egypt	26	30	4/12/20	589
Egypt	26	30	4/13/20	589
Egypt	26	30	4/14/20	589
Egypt	26	30	4/15/20	589
Egypt	26	30	4/16/20	596
Egypt	26	30	4/2/20	201
Egypt	26	30	4/3/20	216
Egypt	26	30	4/4/20	241
Egypt	26	30	4/5/20	247
Egypt	26	30	4/6/20	259
Egypt	26	30	4/7/20	276
Egypt	26	30	4/8/20	305
Egypt	26	30	4/9/20	348
El Salvador	13.7942	-88.8965	1/22/20	0
El Salvador	13.7942	-88.8965	1/23/20	0
El Salvador	13.7942	-88.8965	1/24/20	0
El Salvador	13.7942	-88.8965	1/25/20	0
El Salvador	13.7942	-88.8965	1/26/20	0
El Salvador	13.7942	-88.8965	1/27/20	0
El Salvador	13.7942	-88.8965	1/28/20	0
El Salvador	13.7942	-88.8965	1/29/20	0
El Salvador	13.7942	-88.8965	1/30/20	0
El Salvador	13.7942	-88.8965	1/31/20	0
El Salvador	13.7942	-88.8965	2/1/20	0
El Salvador	13.7942	-88.8965	2/10/20	0
El Salvador	13.7942	-88.8965	2/11/20	0
El Salvador	13.7942	-88.8965	2/12/20	0
El Salvador	13.7942	-88.8965	2/13/20	0
El Salvador	13.7942	-88.8965	2/14/20	0
El Salvador	13.7942	-88.8965	2/15/20	0
El Salvador	13.7942	-88.8965	2/16/20	0
El Salvador	13.7942	-88.8965	2/17/20	0
El Salvador	13.7942	-88.8965	2/18/20	0
El Salvador	13.7942	-88.8965	2/19/20	0
El Salvador	13.7942	-88.8965	2/2/20	0
El Salvador	13.7942	-88.8965	2/20/20	0
El Salvador	13.7942	-88.8965	2/21/20	0
El Salvador	13.7942	-88.8965	2/22/20	0
El Salvador	13.7942	-88.8965	2/23/20	0
El Salvador	13.7942	-88.8965	2/24/20	0
El Salvador	13.7942	-88.8965	2/25/20	0
El Salvador	13.7942	-88.8965	2/26/20	0
El Salvador	13.7942	-88.8965	2/27/20	0
El Salvador	13.7942	-88.8965	2/28/20	0
El Salvador	13.7942	-88.8965	2/29/20	0
El Salvador	13.7942	-88.8965	2/3/20	0
El Salvador	13.7942	-88.8965	2/4/20	0
El Salvador	13.7942	-88.8965	2/5/20	0
El Salvador	13.7942	-88.8965	2/6/20	0
El Salvador	13.7942	-88.8965	2/7/20	0
El Salvador	13.7942	-88.8965	2/8/20	0
El Salvador	13.7942	-88.8965	2/9/20	0
El Salvador	13.7942	-88.8965	3/1/20	0
El Salvador	13.7942	-88.8965	3/10/20	0
El Salvador	13.7942	-88.8965	3/11/20	0
El Salvador	13.7942	-88.8965	3/12/20	0
El Salvador	13.7942	-88.8965	3/13/20	0
El Salvador	13.7942	-88.8965	3/14/20	0
El Salvador	13.7942	-88.8965	3/15/20	0
El Salvador	13.7942	-88.8965	3/16/20	0
El Salvador	13.7942	-88.8965	3/17/20	0
El Salvador	13.7942	-88.8965	3/18/20	0
El Salvador	13.7942	-88.8965	3/19/20	0
El Salvador	13.7942	-88.8965	3/2/20	0
El Salvador	13.7942	-88.8965	3/20/20	0
El Salvador	13.7942	-88.8965	3/21/20	0
El Salvador	13.7942	-88.8965	3/22/20	0
El Salvador	13.7942	-88.8965	3/23/20	0
El Salvador	13.7942	-88.8965	3/24/20	0
El Salvador	13.7942	-88.8965	3/25/20	0
El Salvador	13.7942	-88.8965	3/26/20	0
El Salvador	13.7942	-88.8965	3/27/20	0
El Salvador	13.7942	-88.8965	3/28/20	0
El Salvador	13.7942	-88.8965	3/29/20	0
El Salvador	13.7942	-88.8965	3/3/20	0
El Salvador	13.7942	-88.8965	3/30/20	0
El Salvador	13.7942	-88.8965	3/31/20	0
El Salvador	13.7942	-88.8965	3/4/20	0
El Salvador	13.7942	-88.8965	3/5/20	0
El Salvador	13.7942	-88.8965	3/6/20	0
El Salvador	13.7942	-88.8965	3/7/20	0
El Salvador	13.7942	-88.8965	3/8/20	0
El Salvador	13.7942	-88.8965	3/9/20	0
El Salvador	13.7942	-88.8965	4/1/20	0
El Salvador	13.7942	-88.8965	4/10/20	15
El Salvador	13.7942	-88.8965	4/11/20	19
El Salvador	13.7942	-88.8965	4/12/20	21
El Salvador	13.7942	-88.8965	4/13/20	22
El Salvador	13.7942	-88.8965	4/14/20	25
El Salvador	13.7942	-88.8965	4/15/20	30
El Salvador	13.7942	-88.8965	4/16/20	33
El Salvador	13.7942	-88.8965	4/2/20	0
El Salvador	13.7942	-88.8965	4/3/20	0
El Salvador	13.7942	-88.8965	4/4/20	2
El Salvador	13.7942	-88.8965	4/5/20	2
El Salvador	13.7942	-88.8965	4/6/20	5
El Salvador	13.7942	-88.8965	4/7/20	5
El Salvador	13.7942	-88.8965	4/8/20	9
El Salvador	13.7942	-88.8965	4/9/20	14
Equatorial Guinea	1.5	10	1/22/20	0
Equatorial Guinea	1.5	10	1/23/20	0
Equatorial Guinea	1.5	10	1/24/20	0
Equatorial Guinea	1.5	10	1/25/20	0
Equatorial Guinea	1.5	10	1/26/20	0
Equatorial Guinea	1.5	10	1/27/20	0
Equatorial Guinea	1.5	10	1/28/20	0
Equatorial Guinea	1.5	10	1/29/20	0
Equatorial Guinea	1.5	10	1/30/20	0
Equatorial Guinea	1.5	10	1/31/20	0
Equatorial Guinea	1.5	10	2/1/20	0
Equatorial Guinea	1.5	10	2/10/20	0
Equatorial Guinea	1.5	10	2/11/20	0
Equatorial Guinea	1.5	10	2/12/20	0
Equatorial Guinea	1.5	10	2/13/20	0
Equatorial Guinea	1.5	10	2/14/20	0
